"","shortPostCode","population2019","population2020","population2021","population2022"
"1146","ME2 ",39750.8586432665,39973.9624801273,40198.3184992987,40423.9337287214
"1147","ME20",20760.8711753456,20877.3926839088,20994.5681757197,21112.4013212946
"1148","ME3 ",26330.9591114192,26478.7430387729,26627.356411385,26776.8038845617
"1149","ME4 ",30360.448614912,30530.8482693092,30702.2043009519,30874.522077559
"1150","ME5 ",51697.5357836446,51987.6909899281,52279.4747079473,52572.8960778122
"1151","ME6 ",10268.3097879125,10325.9412300989,10383.8961318612,10442.1763086335
"1152","ME7 ",52065.5899783734,52357.8109086643,52651.6719446784,52947.1822915973
"1153","ME8 ",49490.2162278256,49767.9827341189,50047.3082199015,50328.2014350299
"1154","ME9 ",20668.3548203865,20784.3570759204,20901.0104003665,21018.3184478841
"1155","MK1 ",588.28334403377,591.585116012914,594.90541936527,598.244358099168
"1156","MK10",13902.5935577211,13980.6226134676,14059.0896114955,14137.9970097795
"1157","MK11",7779.41871700042,7823.08112389044,7866.9885883927,7911.14248590627
"1158","MK12",12562.1120233673,12632.617554245,12703.5188012153,12774.8179852561
"1159","MK13",18965.8527666272,19072.2996376129,19179.3439474,19286.9890491458
"1160","MK14",18804.9547580026,18910.4985802419,19016.6347728727,19123.3666606059
"1161","MK15",7245.43845087746,7286.10386474025,7326.99751543038,7368.12068393933
"1162","MK16",18603.8322472218,18708.2472585281,18813.2483047137,18918.838674931
"1163","MK17",17325.69869121,17422.9401090368,17520.7272995628,17619.0633259668
"1164","MK18",30835.0977403547,31008.1613885538,31182.1963658073,31357.2081237518
"1165","MK19",11321.1861318499,11384.7268992708,11448.6242926739,11512.8803136418
"1166","MK2 ",14396.349321688,14477.149608275,14558.403390826,14640.1132146114
"1167","MK3 ",22751.9840320753,22879.6807688755,23008.0942104944,23137.2283794764
"1168","MK4 ",21989.7297162161,22113.1482595802,22237.2594961716,22362.0673137684
"1169","MK40",31183.0396840054,31358.0561751187,31534.0549557225,31711.0415389694
"1170","MK41",42775.7412054094,43015.8223587032,43257.2509804111,43500.0346332723
"1171","MK42",44808.0841768491,45059.5719646213,45312.4712411585,45566.7899285175
"1172","MK43",33168.1188654117,33354.2767204341,33541.4793964525,33729.732757581
"1173","MK44",15402.9674881457,15489.4174734527,15576.3526639621,15663.7757829145
"1174","MK45",43290.6148330081,43533.5857422905,43777.9203388983,44023.6262766002
"1175","MK46",9177.22016692681,9228.72780980146,9280.52454209821,9332.61198634702
"1176","MK5 ",15524.6466071681,15611.7795230895,15699.4014771984,15787.5152142478
"1177","MK6 ",28270.7857278998,28429.4570367027,28589.0188967792,28749.4763063964
"1178","MK7 ",14640.7131722866,14722.8849641573,14805.5179496393,14888.6147172065
"1179","MK8 ",12129.6986251886,12197.7772125603,12266.2378946733,12335.082816055
"1180","MK9 ",3384.89185644046,3403.88974444354,3422.99425911709,3442.20599890906
"1181","N1  ",91567.0567082717,92080.9817498666,92597.7912234599,93117.5013180818
"1182","N10 ",28149.1066088774,28307.0949870658,28465.970083543,28625.7368750631
"1183","N11 ",30046.697498094,30215.3362074357,30384.9214106238,30555.4584199061
"1184","N12 ",29060.1915827143,29223.2934744294,29387.3107843036,29552.2486501705
"1185","N13 ",31961.383800727,32140.7687901512,32321.1605874981,32502.5648435314
"1186","N14 ",30124.1296647446,30293.2029662955,30463.225200865,30634.2016943909
"1187","N15 ",43963.3696315698,44210.1164134232,44458.2480748904,44707.7723886828
"1188","N16 ",68951.8359835274,69338.8318797564,69727.9998113136,70119.3519688644
"1189","N17 ",63894.6104499447,64253.2223952625,64613.8470694539,64976.4957690683
"1190","N18 ",31920.153686017,32099.3072691999,32279.4663615255,32460.636606468
"1191","N19 ",33941.4349193638,34131.9330524237,34323.5003665241,34516.1428625011
"1192","N2  ",24102.5216919682,24237.7983941838,24373.8343441826,24510.6338032835
"1193","N20 ",19130.7732254674,19238.1457214183,19346.1208512904,19454.7019973993
"1194","N21 ",23631.8950167412,23764.5303013735,23897.9100086903,24032.0383168042
"1195","N22 ",43091.5035473352,43333.3569337938,43576.5677354208,43821.143570782
"1196","N3  ",26682.9235052856,26832.6828517721,26983.2827306634,27134.7278594929
"1197","N4  ",47556.4232866684,47823.3362758406,48091.7473285521,48361.6648527654
"1198","N5  ",24423.3120966635,24560.3892523174,24698.2357608963,24836.855940435
"1199","N6  ",19583.2988747242,19693.2111952744,19803.7404046483,19914.8899651679
"1200","N7  ",48427.2837583492,48699.0844988614,48972.4107356809,49247.2710307379
"1201","N8  ",40261.7098206497,40487.6808372804,40714.9201284228,40943.4348123357
"1202","N9  ",52485.9360259052,52780.5161710462,53076.7496631309,53374.6457816579
"1203","NE1 ",9101.79922538402,9152.88356415878,9204.25461653856,9255.91399171893
"1204","NE10",36424.2923149525,36628.7256189808,36834.3063159478,37041.0408456581
"1205","NE11",16551.377024704,16644.2725204386,16737.6893971504,16831.6305811183
"1206","NE12",35292.9781918106,35491.0619343406,35690.257432553,35890.5709262366
"1207","NE13",12923.1269302188,12995.6586767213,13068.5975115608,13141.9457195426
"1208","NE15",32874.4799996717,33058.9897907319,33244.5351529402,33431.1218984956
"1209","NE16",25818.0967089282,25963.0021684027,26108.7209175794,26255.2575210907
"1210","NE17",4695.20501417722,4721.55710540906,4748.05709917341,4774.70582558122
"1211","NE18",932.202837468897,937.434876143541,942.696279917274,947.987213603297
"1212","NE19",2285.75733502352,2298.58627127753,2311.48721062779,2324.46055719557
"1213","NE2 ",29694.7331042277,29861.3963944365,30028.9950913454,30197.5344449749
"1214","NE20",11939.6378525008,12006.6497135407,12074.037682263,12141.8038695922
"1215","NE21",17372.9624812434,17470.4691696395,17568.5231195802,17667.1274026004
"1216","NE22",17984.374914017,18085.3131876495,18186.8179827837,18288.8924790522
"1217","NE23",39453.1973273109,39674.6305239909,39897.3065264233,40121.2323099225
"1218","NE24",38289.7036024441,38504.6066278765,38720.7158081231,38938.037912793
"1219","NE25",29975.2990067669,30143.5369882273,30312.7192144273,30482.8509849915
"1220","NE26",19434.4682167464,19543.5452172061,19653.2344182106,19763.5392557684
"1221","NE27",12091.4853481403,12159.3494614347,12227.5944657231,12296.2224987768
"1222","NE28",45000.1561746447,45252.721976858,45506.7053182504,45762.1141548371
"1223","NE29",35812.8798821789,36013.8816009708,36216.0114527442,36419.2757692063
"1224","NE3 ",53347.7459846008,53647.1630845899,53948.2606791924,54251.048200275
"1225","NE30",22458.3451663354,22584.3938391734,22711.1499669822,22838.617520391
"1226","NE31",20242.9807100851,20356.5955304957,20470.8480202101,20585.7417581816
"1227","NE32",25531.4971310656,25674.7940349605,25818.8952004527,25963.8051415039
"1228","NE33",27220.9262216241,27373.7051373565,27527.3415329889,27681.8402211733
"1229","NE34",52773.5412163217,53069.735561097,53367.5923125983,53667.1208011731
"1230","NE35",6464.07749649414,6500.35747988207,6536.8410866324,6573.52945959223
"1231","NE36",6892.4684444572,6931.15279513251,6970.05426381122,7009.17406907983
"1232","NE37",21174.1779350001,21293.0191500306,21412.5273677865,21532.7063318566
"1233","NE38",31275.5560389646,31451.0917831071,31627.6127310757,31805.1244123799
"1234","NE39",8623.12764972577,8671.5254184799,8720.19482231999,8769.13738581259
"1235","NE4 ",37647.1171804996,37858.4136550008,38070.8960423549,38284.5709985616
"1236","NE40",15722.7522802872,15810.9970749776,15899.737148335,15988.9752801376
"1237","NE41",2209.33078092682,2221.73076902628,2234.20035272735,2246.7399226391
"1238","NE42",12677.7574670662,12748.9120642304,12820.4660204068,12892.4215770192
"1239","NE43",4548.38558130725,4573.91364055797,4599.58497741729,4625.40039603853
"1240","NE44",971.421727071148,976.873883877736,982.356641208292,987.870170809908
"1241","NE45",3692.60929793505,3713.33426666568,3734.17555540046,3755.1338169917
"1242","NE46",15624.2022500046,15711.8939273379,15800.0777789371,15888.7565671569
"1243","NE47",7961.43458925702,8006.11857004144,8051.05334207666,8096.24031294208
"1244","NE48",4318.10030646326,4342.33587719565,4366.70747137516,4391.21585244073
"1245","NE49",4368.38093415846,4392.8987076241,4417.55408841493,4442.34784885946
"1246","NE5 ",49378.5932343422,49655.7332505678,49934.4287300733,50214.6884029803
"1247","NE6 ",51313.3917880533,51601.3909654547,51891.0065537635,52182.2476251731
"1248","NE61",31444.4989480204,31620.9828933467,31798.4573643293,31976.9279203468
"1249","NE62",9690.08256941779,9744.4686801717,9799.16003590384,9854.1583498181
"1250","NE63",27944.9672604349,28101.8098955263,28259.5328183615,28418.1409696031
"1251","NE64",6343.40399002568,6379.00668685379,6414.80920573696,6450.81266818727
"1252","NE65",20880.5390692602,20997.7322203285,21115.5831242743,21234.0954727712
"1253","NE66",17688.7248231693,17788.0037447302,17887.8398745899,17988.23634011
"1254","NE67",838.680869955836,843.388011546616,848.121572223308,852.881700264455
"1255","NE68",1969.9949930977,1981.05169618684,1992.17045561806,2003.35161968593
"1256","NE69",416.323597316206,418.660235947601,421.009989089268,423.372930347104
"1257","NE7 ",15554.8149837852,15642.1172213466,15729.9094474222,15818.194412099
"1258","NE70",1763.84441954741,1773.74409143017,1783.69932575502,1793.71043436913
"1259","NE71",2965.55142146254,2982.19573867023,2998.93347300544,3015.76514877683
"1260","NE8 ",33617.6276770067,33806.3084244645,33996.048152788,34186.8528055644
"1261","NE9 ",37718.5156718267,37930.2128742092,38143.0982385514,38357.1784334762
"1262","NG1 ",12969.3851076983,13042.1764807155,13115.3763992374,13188.9871562478
"1263","NG10",46910.8200270621,47174.1095331392,47438.8767657615,47705.1300187489
"1264","NG11",37709.4651588416,37921.1115647321,38133.9458474842,38347.9746741209
"1265","NG12",33351.1403502222,33538.3254231937,33726.5610824772,33915.8532245451
"1266","NG13",21504.0188526806,21624.7113176413,21746.0811755674,21868.1322283634
"1267","NG14",19548.1024353375,19657.8172139744,19768.1477727205,19879.0975676748
"1268","NG15",40926.4197187801,41156.1214555446,41387.1124056885,41619.3998049914
"1269","NG16",63907.6834131455,64266.3687311739,64627.0671898842,64989.7900881372
"1270","NG17",73194.5153484478,73605.3235113094,74018.4373571292,74433.869826677
"1271","NG18",41759.0669134125,41993.4419274398,42229.132383867,42466.1456656856
"1272","NG19",52569.4018678792,52864.4504695575,53161.1550474169,53459.524895713
"1273","NG2 ",58937.9461717525,59268.7385716255,59601.3875616737,59935.9035621097
"1274","NG20",26336.9927867426,26484.8105784243,26633.4580054298,26782.939724132
"1275","NG21",22305.492058142,22430.6828346709,22556.5762511813,22683.176251278
"1276","NG22",26440.5708797947,26588.9700091069,26738.2020365317,26888.2716367546
"1277","NG23",17341.7884920724,17439.1202147739,17536.9982170155,17635.4255648208
"1278","NG24",45056.4704776634,45309.3523469378,45563.6535293349,45819.381990826
"1279","NG25",8963.02469294528,9013.33015217625,9063.91795350881,9114.78968160322
"1280","NG3 ",48458.4577475202,48730.433453727,49003.9356382455,49278.9728685175
"1281","NG31",44589.866252652,44840.1292805618,45091.7969232059,45344.8770640602
"1282","NG32",12497.7528199174,12567.8971312966,12638.4351314044,12709.3690298401
"1283","NG33",9914.33416893836,9969.9789038826,10025.9359479012,10082.2070538456
"1284","NG34",41433.2484459477,41665.7947862634,41899.6463054493,42134.8103288922
"1285","NG4 ",41064.1886386649,41294.6636109186,41526.4321363775,41759.5014751787
"1286","NG5 ",88046.4071570542,88540.5723632662,89037.5110983354,89537.2389288422
"1287","NG6 ",37695.386583087,37906.9539722121,38119.7087947131,38333.6577151236
"1288","NG7 ",58337.5954770719,58665.0183763097,58994.2789542189,59325.38752487
"1289","NG8 ",64319.9845602461,64680.9839406872,65044.0094496103,65409.0724587708
"1290","NG9 ",73623.9119089648,74037.1300831684,74452.6674666488,74870.537076093
"1291","NN1 ",30001.4449331684,30169.8296600501,30339.159455288,30509.4396231292
"1292","NN10",38445.5735482992,38661.3514022047,38878.3403209464,39096.5471016911
"1293","NN11",37652.1452432691,37863.4699380437,38075.9807040589,38289.6841982035
"1294","NN12",23156.2402787447,23286.2059255203,23416.9010114941,23548.329630683
"1295","NN13",18833.1119095119,18938.8137652818,19045.108878415,19152.0005786004
"1296","NN14",43511.849594867,43756.0621961757,44001.6454538733,44248.6070608426
"1297","NN15",34155.6303933453,34347.330710049,34540.1069551135,34733.9651672449
"1298","NN16",30312.1792123247,30482.3079520979,30653.3915485937,30825.435360997
"1299","NN17",26858.9057022187,27009.6527582717,27161.2458903026,27313.6898469584
"1300","NN18",33095.7147615306,33281.4662446171,33468.2602679152,33656.102682738
"1301","NN2 ",38353.0571933401,38568.3157942163,38784.7825455932,39002.4642282806
"1302","NN29",11584.6566209727,11649.6761307159,11715.0605659622,11780.8119748759
"1303","NN3 ",68970.9426220515,69358.0457553192,69747.3215257887,70138.7821275035
"1304","NN4 ",46976.1848430659,47239.8412126962,47504.9773679132,47771.6016140932
"1305","NN5 ",38263.5576760426,38478.3139560537,38694.2755672624,38911.4492746553
"1306","NN6 ",33511.0327462929,33699.1152239562,33888.2533246637,34078.4529731567
"1307","NN7 ",27452.217109022,27606.2941573274,27761.2359713718,27917.0474046995
"1308","NN8 ",49322.2789313236,49599.1028804879,49877.4805189887,50157.4205669913
"1309","NN9 ",26424.4810789323,26572.7899033698,26721.931119079,26871.9093979006
"1310","NP10",23331.2168631239,23462.1645754113,23593.8472387925,23726.2689782202
"1311","NP11",38008.1320873511,38221.4547774771,38435.9747527004,38651.6987328481
"1312","NP12",33712.1552570737,33901.36654567,34091.6397928228,34282.9809588317
"1313","NP13",19938.2801062522,20050.1847780992,20162.7175209491,20275.8818598841
"1314","NP15",7910.14834900792,7954.54448300442,7999.18979269609,8044.08567659497
"1315","NP16",24089.4487287675,24224.6520582724,24360.6142237522,24497.3394842147
"1316","NP18",17373.9680937973,17471.4804262481,17569.540051921,17668.1500425288
"1317","NP19",51912.73687018,52204.0999041618,52497.0982288775,52791.7410224844
"1318","NP20",51074.0560002242,51360.7118926152,51648.9766566542,51938.8593222199
"1319","NP22",22147.6108871791,22271.9155471255,22396.9178736764,22522.6217825232
"1320","NP23",33693.0486185495,33882.1526701072,34072.3180783477,34263.5508001925
"1321","NP24",4993.87194268667,5021.90031815407,5050.08600438963,5078.4298843085
"1322","NP25",15249.1087673984,15334.6952123416,15420.7620158204,15507.3118738731
"1323","NP26",22647.4003264693,22774.5100815844,22902.3332470517,23030.8738269254
"1324","NP4 ",45792.578867121,46049.5921844104,46308.0480027971,46567.9544183963
"1325","NP44",47439.7722304156,47706.0305092466,47973.7831770199,48243.038621074
"1326","NP7 ",26217.3248928281,26364.4710420046,26512.4430568751,26661.2455726554
"1327","NP8 ",5578.13283650482,5609.44040773271,5640.92369439172,5672.58368269416
"1328","NR1 ",24930.1408238311,25070.0625830362,25210.7696606571,25352.2664643359
"1329","NR10",22940.0335796553,23068.785754678,23198.2605582232,23328.4620460824
"1330","NR11",17780.2355655745,17880.02809611,17980.3807176023,18081.2965735921
"1331","NR12",20549.6925390258,20665.0287961092,20781.0123841526,20897.6469363359
"1332","NR13",26838.7934511407,26989.4276261003,27140.9072434867,27293.2370483909
"1333","NR14",23880.2813175554,24014.31068369,24149.0922968668,24284.6303791127
"1334","NR15",15894.7120270047,15983.9219550429,16073.632578611,16163.8467078897
"1335","NR16",12020.0868568131,12087.5502422263,12155.3922695266,12223.6150638622
"1336","NR17",15860.521200172,15949.5392303516,16039.056879024,16129.0769503249
"1337","NR18",17654.5339963365,17753.6210200388,17853.2641750029,17953.4665825453
"1338","NR19",20473.2659849291,20588.173293858,20703.7255262522,20819.9263017794
"1339","NR2 ",26096.6513863596,26243.1202489763,26390.4111759797,26538.5287812505
"1340","NR20",19439.4962795159,19548.601500249,19658.3190799146,19768.6524554103
"1341","NR21",15903.7625399899,15993.0232645201,16082.7849696782,16173.050467245
"1342","NR22",823.596681647278,828.21916241808,832.867587111378,837.542101338835
"1343","NR23",3025.88817469678,3042.87113518438,3059.94941345316,3077.12354447931
"1344","NR24",4487.04321551911,4512.22698743526,4537.55210462878,4563.01936040767
"1345","NR25",8927.82825355865,8977.93617087633,9028.32532158097,9078.99728411011
"1346","NR26",8345.5785848483,8392.41859451483,8439.52149626048,8486.88876558119
"1347","NR27",11798.8520949542,11865.0737883411,11931.6671545516,11998.6342796197
"1348","NR28",17630.3992950428,17729.3508614332,17828.8577988238,17928.9232242643
"1349","NR29",20035.8245239809,20148.2766691304,20261.3599580062,20375.0779329365
"1350","NR3 ",33156.0515147648,33342.1416411313,33529.2762083629,33717.4610784405
"1351","NR30",30873.311017403,31046.5891396795,31220.8397947575,31396.06844103
"1352","NR31",50194.1450155583,50475.8623601173,50759.1608584583,51044.0493848921
"1353","NR32",38873.9644962623,39092.1467174551,39311.5534981252,39532.1917111787
"1354","NR33",39688.5106649244,39911.2645703961,40135.2686941694,40360.5300531622
"1355","NR34",22393.9859628855,22519.6734162249,22646.0662971713,22773.168564975
"1356","NR35",10955.1431622289,11016.6294937516,11078.4609206244,11140.6393797134
"1357","NR4 ",21642.7933851193,21764.2647296238,21886.4178385972,22009.2565384791
"1358","NR5 ",29452.3804787368,29617.6835517713,29783.9143972137,29951.0782222367
"1359","NR6 ",24042.184938734,24177.1229976697,24312.8184037348,24449.2754075811
"1360","NR7 ",31989.5409522363,32169.0839751911,32349.6346930404,32531.1987615259
"1361","NR8 ",20600.9787792749,20716.6028831463,20832.8759335332,20949.801572683
"1362","NR9 ",16939.5434705109,17034.6175713462,17130.2252806974,17226.3695934709
"1363","NW1 ",60677.6558900062,61018.21250445,61360.6805112496,61705.0706381978
"1364","NW10",92513.3381214953,93032.5742185301,93554.7245561483,94079.8054906824
"1365","NW11",32867.4407117944,33051.910994472,33237.4166265547,33423.9634189969
"1366","NW2 ",67343.8615098351,67721.8325626545,68101.9249983819,68484.1507233933
"1367","NW3 ",52182.2410346262,52475.1166752584,52769.6360962107,53065.8085232888
"1368","NW4 ",32111.2200712587,32291.446024828,32472.6835062766,32654.9381928592
"1369","NW5 ",31299.6907402583,31475.3619417128,31652.0191072548,31829.6677706609
"1370","NW6 ",64261.6590321197,64622.3310573902,64985.0273738442,65349.759342925
"1371","NW7 ",25814.0742587126,25958.9571419684,26104.6531882162,26251.1669613772
"1372","NW8 ",34545.80806426,34739.6982741738,34934.6767033421,35130.7494594542
"1373","NW9 ",60884.8120761104,61226.5313658152,61570.1685734535,61915.734463443
"1374","OL1 ",21600.5576578553,21721.7919520639,21843.7066802838,21966.3056614874
"1375","OL10",27949.9953232044,28106.8661785691,28264.6174800655,28423.2541692449
"1376","OL11",46069.1223194446,46327.6877517669,46587.7043965158,46849.1803986993
"1377","OL12",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"1378","OL13",15183.7439513947,15268.9635327846,15354.6614136687,15440.8402785288
"1379","OL14",15567.887946986,15655.263557258,15743.1295678526,15831.4887311679
"1380","OL15",14542.163142004,14623.7818165175,14705.8585802413,14788.3960042258
"1381","OL16",38037.2948514143,38250.7812191256,38465.4657905835,38681.355290771
"1382","OL2 ",42586.6860452754,42825.7061162922,43066.0677003416,43307.7783267379
"1383","OL3 ",15081.1714708965,15165.8153587106,15250.9343149076,15336.5310058346
"1384","OL4 ",45312.9016789088,45567.2227821229,45822.9712762377,46080.1551725616
"1385","OL5 ",10982.2947011843,11043.933422183,11105.9180938258,11168.2506577795
"1386","OL6 ",28954.6022645544,29117.1115305297,29280.53288852,29444.8714576912
"1387","OL7 ",16857.0832410907,16951.6945294436,17046.8368287522,17142.5131193442
"1388","OL8 ",39265.1477797309,39485.5255381885,39707.1401786946,39929.9986433165
"1389","OL9 ",41516.7142879217,41749.7290847747,41984.0516897354,42219.6894429473
"1390","OX1 ",25766.8104686791,25911.4280813657,26056.8573681988,26203.1028847436
"1391","OX10",26510.963758568,26659.7579717068,26809.3873003874,26959.8564317408
"1392","OX11",33287.7867593262,33474.6162568538,33662.4943450071,33851.4269090576
"1393","OX12",25405.7955618276,25548.3869588894,25691.7786578533,25835.9751504571
"1394","OX13",13534.5393629923,13610.5026947313,13686.8923747644,13763.7107959944
"1395","OX14",44759.8147742617,45011.0316474099,45263.6584888003,45517.7032119555
"1396","OX15",18200.5816131063,18302.7333584919,18405.4584360547,18508.7600636527
"1397","OX16",47115.9649880585,47380.4058812873,47646.3309632838,47913.7485641373
"1398","OX17",17070.2731025184,17166.0809304602,17262.4264850008,17359.3127841596
"1399","OX18",25443.0032263221,25585.8034534064,25729.4051544627,25873.8128278069
"1400","OX2 ",39917.7903272145,40141.8310771498,40367.1292678708,40593.6919568316
"1401","OX20",4760.56983018097,4787.28878496605,4814.15770132511,4841.17742092558
"1402","OX25",9672.98715600142,9727.27731782602,9781.87218611031,9836.77347103572
"1403","OX26",33681.9868804566,33871.0288474129,34061.1318225989,34252.3017609804
"1404","OX27",6553.57701379159,6590.35931804472,6627.34806496319,6664.54441321757
"1405","OX28",27676.4687085426,27831.8043810383,27988.0118833692,28145.096108727
"1406","OX29",23189.4254930235,23319.5773936031,23450.4597787404,23582.0767483194
"1407","OX3 ",43680.7925039229,43925.9533064153,44172.4900871269,44420.4105688095
"1408","OX33",7665.78449840928,7708.80912712213,7752.07523388283,7795.58417399993
"1409","OX39",6919.6199834126,6958.45672356387,6997.51143701269,7036.78534714594
"1410","OX4 ",62319.8211905313,62669.5945462433,63021.3310237684,63375.0416412336
"1411","OX44",8353.62348527953,8400.50864738339,8447.65695498684,8495.06988500819
"1412","OX49",4348.26868308038,4372.67357545272,4397.21544159902,4421.89505029197
"1413","OX5 ",23550.440399875,23682.6185160794,23815.5384890859,23949.2044826059
"1414","OX7 ",22980.2580818115,23109.2360190207,23238.937851855,23369.3676432174
"1415","OX9 ",13899.5767200594,13977.5888436419,14056.0388144731,14134.9290899944
"1416","PE1 ",49448.9861131155,49726.5212131676,50005.6139939289,50286.2731979665
"1417","PE10",22028.9486058184,22152.5872673144,22276.9198574626,22401.950270975
"1418","PE11",43472.6307052647,43716.6231884415,43961.9850925823,44208.724103636
"1419","PE12",40005.2786194042,40229.8104020953,40455.60238152,40682.6616306002
"1420","PE13",35088.8388433681,35285.7768428011,35483.8201673716,35682.9750207765
"1421","PE14",20919.7579588624,21037.1712280627,21155.2434855653,21273.9784299778
"1422","PE15",30082.8995500346,30251.7414453442,30421.5309748924,30592.2734573276
"1423","PE16",10511.6680259573,10570.6653293726,10629.9937583336,10689.6551713002
"1424","PE19",44214.7727700458,44462.9305655655,44712.4811600892,44963.4323707765
"1425","PE2 ",44789.9831508788,45041.369345667,45294.1664590242,45548.3824098068
"1426","PE20",14064.4971788997,14143.4349274472,14222.8157183635,14302.6420382478
"1427","PE21",43027.1443438853,43268.6365108454,43511.4840656099,43755.694615366
"1428","PE22",17013.9587994997,17109.4505603803,17205.4782739163,17302.0449481706
"1429","PE23",8554.74599606031,8602.7599690972,8651.0434231459,8699.59787068312
"1430","PE24",11896.3965126829,11963.1656793723,12030.3095916088,12097.8303526721
"1431","PE25",21759.4444413722,21881.5704962178,22004.3819901294,22127.8827701706
"1432","PE26",12012.0419563819,12079.4601893577,12147.2568108003,12215.4339444352
"1433","PE27",20127.3352663862,20240.3010205102,20353.9008010186,20468.1381664186
"1434","PE28",47841.0116394232,48109.5218960656,48379.5391809972,48651.0719524954
"1435","PE29",29949.1530803654,30117.2443164045,30286.2789735666,30456.2623468537
"1436","PE3 ",29059.1859701604,29222.2822178208,29386.2938519628,29551.2260102422
"1437","PE30",44235.8906336778,44484.1669543455,44733.8367392459,44984.9078092723
"1438","PE31",20115.2679157393,20228.1659412074,20341.6976129291,20455.8664872781
"1439","PE32",15379.8383994059,15466.1585714556,15552.9632201238,15640.2550645618
"1440","PE33",16034.4921719974,16124.4866236341,16214.9861739816,16305.9936579337
"1441","PE34",14464.7309753534,14545.9150576577,14627.5547900001,14709.6527297409
"1442","PE36",6565.64436443843,6602.49439734755,6639.55125305273,6676.81609235807
"1443","PE37",10281.3827511133,10339.0875660103,10397.1162522915,10455.4706277024
"1444","PE38",14892.1163107626,14975.6991162996,15059.7510348381,15144.2746993001
"1445","PE4 ",28520.177641268,28680.2486756278,28841.2181172965,29003.0910086334
"1446","PE5 ",1597.91834815327,1606.88675101628,1615.90548952379,1624.97484618731
"1447","PE6 ",35752.5431289447,35953.2062044567,36154.9955122965,36357.9173735038
"1448","PE7 ",42548.4727682271,42787.2783651665,43027.4242713914,43268.9180094597
"1449","PE8 ",17598.2196933179,17696.990649959,17796.3159639183,17896.1987465563
"1450","PE9 ",31364.0499437081,31540.0823646612,31717.1027770657,31895.1167260769
"1451","PL1 ",22825.3937485103,22953.5025013011,23082.3302713725,23211.8810942477
"1452","PL10",3676.51949707259,3697.15416092857,3717.90463794774,3738.77157813771
"1453","PL11",10417.1404458903,10475.6072081671,10534.4021182989,10593.527018033
"1454","PL12",21909.2807119038,22032.2477308946,22155.9049089079,22280.2561194984
"1455","PL13",9490.97128374482,9544.23987167502,9597.80743242636,9651.67564399991
"1456","PL14",23094.8979129565,23224.5192723976,23354.8681387056,23485.9485950521
"1457","PL15",20018.7291105645,20131.0853067848,20244.0721082127,20357.6930541541
"1458","PL16",1762.8388069935,1772.73283482161,1782.68239341422,1792.68779444076
"1459","PL17",10078.2490152247,10134.8137310794,10191.6959194508,10248.8973621707
"1460","PL18",4836.99638427766,4864.1442872173,4891.44455922556,4918.89805548205
"1461","PL19",16515.1749727634,16607.8672825301,16701.0798328818,16794.8155436968
"1462","PL2 ",31634.5597207083,31812.1103923663,31990.6575767396,32170.2068668096
"1463","PL20",12148.8052637128,12216.9910881231,12285.5596091484,12354.5129746941
"1464","PL21",17486.5966998346,17584.7411664078,17683.4364740901,17782.6857145067
"1465","PL22",3715.73838667484,3736.59316866277,3757.56499923876,3778.65453534432
"1466","PL23",3538.75057718775,3558.61200555461,3578.58490725878,3598.66990795038
"1467","PL24",10213.0010974478,10270.3221166276,10327.9648531174,10385.9311125729
"1468","PL25",25694.406364798,25838.6176055487,25983.6382396616,26129.4728099006
"1469","PL26",26822.7036502782,26973.2475203632,27124.6363260339,27276.8748095369
"1470","PL27",12295.6246965827,12364.6345529742,12434.0317309045,12503.8184042368
"1471","PL28",4458.88606400981,4483.91180239532,4509.07799908651,4534.38544241318
"1472","PL29",1034.77531796709,1040.58305021759,1046.4233786784,1052.29648629751
"1473","PL3 ",31124.714155879,31299.4032918217,31475.0728799564,31651.7284231237
"1474","PL30",10616.2517315633,10675.8360166638,10735.7547217763,10796.0097238511
"1475","PL31",14818.7065943276,14901.877383874,14985.51497396,15069.6219845288
"1476","PL32",4350.27990818819,4374.69608866986,4399.24930628061,4423.94033014872
"1477","PL33",1656.24387627969,1665.53963431328,1674.88756528991,1684.28796203304
"1478","PL34",1792.00157105671,1802.05927647011,1812.17343129728,1822.34435236362
"1479","PL35",945.275800669647,950.581212054939,955.916400347614,961.281532672168
"1480","PL4 ",36668.6561655511,36874.4609748631,37081.420874761,37289.5423482531
"1481","PL5 ",43156.8683633389,43399.0886133508,43642.6683375725,43887.6151661263
"1482","PL6 ",41431.2372208399,41663.7722730463,41897.6124407677,42132.7650490354
"1483","PL7 ",31650.6495215707,31828.2904981034,32006.9284941923,32186.5691056636
"1484","PL8 ",5766.18238408485,5798.54539353513,5831.09004212044,5863.81734930022
"1485","PL9 ",28117.9326197064,28275.7460322002,28434.4451809783,28594.0350372835
"1486","PO1 ",29002.8716671418,29165.651847741,29329.3456408782,29493.9581742532
"1487","PO10",18463.0464896752,18566.6713333284,18670.8777770023,18775.6690849585
"1488","PO11",17476.5405742955,17574.6286003221,17673.2671506821,17772.459315223
"1489","PO12",48114.5382540851,48384.5836935964,48656.1447776935,48929.2300130133
"1490","PO13",34971.1821745613,35167.4598195985,35364.8390834985,35563.3261491567
"1491","PO14",32357.5951469652,32539.2038939274,32721.8319297715,32905.484975311
"1492","PO15",23012.4376835364,23141.5962304949,23271.4796867604,23402.0921209254
