"","shortPostCode","population2019","population2020","population2021","population2022"
"1493","PO16",32839.2835602851,33023.595809432,33208.9425210124,33395.3295010025
"1494","PO17",6563.63313933063,6600.47188413041,6637.51738837114,6674.77081250132
"1495","PO18",13090.0586141668,13163.5272737438,13237.4082801329,13311.7039476528
"1496","PO19",30414.7516928229,30585.456126172,30757.1186473549,30929.7446336912
"1497","PO2 ",42278.9686037808,42516.26159407,42754.8864040582,42994.8505086553
"1498","PO20",32301.2808439465,32482.5735238476,32664.8837186869,32848.217139322
"1499","PO21",40528.1971474342,40755.6638385512,40984.4071987335,41214.434393355
"1500","PO22",28509.115903175,28669.1248529335,28830.0318615477,28991.8419694212
"1501","PO3 ",19394.2437145902,19503.0949528634,19612.5571245788,19722.6336586334
"1502","PO30",30479.1108962727,30650.1765491204,30822.2023171658,30995.1935891072
"1503","PO31",14478.8095511081,14560.0726501777,14641.7918427712,14723.9696887382
"1504","PO32",8146.46729917533,8192.18978601815,8238.168892783,8284.40605976301
"1505","PO33",31181.0284588976,31356.0336619016,31532.0210910409,31708.9962591127
"1506","PO34",2094.69094978178,2106.4475156494,2118.27006587668,2130.15897080439
"1507","PO35",3708.69909879751,3729.51437240278,3750.44647285319,3771.4960558457
"1508","PO36",17053.177689102,17148.8895681145,17245.1386352073,17341.9279053773
"1509","PO37",9122.917089016,9174.11995293873,9225.61019569527,9277.38943021479
"1510","PO38",12617.420713832,12688.2366677163,12759.4500799591,12831.0631813167
"1511","PO39",2659.84520507576,2674.77372966523,2689.78604140366,2704.88261055094
"1512","PO4 ",44316.3396379901,44565.067483031,44815.1913265096,45066.7190035423
"1513","PO40",5466.50984302149,5497.19092418154,5528.04420456343,5559.07065064458
"1514","PO41",2032.34297143974,2043.74960591812,2055.22026074737,2066.75529524516
"1515","PO5 ",30090.9444504658,30259.8314982127,30429.6664336188,30600.4545767545
"1516","PO6 ",40790.6620240031,41019.6018133878,41249.8265396811,41481.3434146608
"1517","PO7 ",40397.4675154267,40624.2004794373,40852.2059944301,41081.4912026663
"1518","PO8 ",34029.9288241073,34220.9236339778,34412.9904125141,34606.135176198
"1519","PO9 ",48962.269637026,49237.0730146202,49513.418740984,49791.3154726332
"1520","PR1 ",71950.5726192687,72354.3990865094,72760.4920515653,73168.8642352776
"1521","PR2 ",79652.5591696185,80099.61345154,80549.1768497168,81001.263446699
"1522","PR25",30953.7600217153,31127.489668365,31302.1943820212,31477.8796353
"1523","PR26",15675.4884902537,15763.4680143749,15851.9413283177,15940.911203504
"1524","PR3 ",38184.1142842842,38398.4246839767,38613.9379123396,38830.6607203137
"1525","PR4 ",57918.255042094,58243.3243705364,58570.2181681072,58898.9466747378
"1526","PR5 ",41434.2540585016,41666.806042872,41900.6632377901,42135.8329688206
"1527","PR6 ",34885.7051074795,35081.5030078701,35278.3998345309,35476.4017552449
"1528","PR7 ",55763.227339078,56076.2014583729,56390.9321617828,56707.4293082309
"1529","PR8 ",53918.9339152183,54221.5568382572,54525.8782487642,54831.9076795918
"1530","PR9 ",43140.7785624765,43382.9085076137,43626.3974201198,43871.2529272723
"1531","RG1 ",42569.5906318591,42808.5147539465,43048.7798505481,43290.3934479555
"1532","RG10",18358.4627840692,18461.5006460372,18565.1168135596,18669.3145324075
"1533","RG12",52174.196134195,52467.0266223898,52761.5006374843,53057.6274038618
"1534","RG14",38050.367814615,38263.927555037,38478.6859110138,38694.6496098399
"1535","RG17",15178.7158886252,15263.9072497418,15349.5767519648,15435.7270788869
"1536","RG18",19162.9528271923,19270.5059328925,19378.6626861959,19487.4264751073
"1537","RG19",17755.0952517269,17854.7466808958,17954.9574090824,18055.7305753828
"1538","RG2 ",37827.1218276484,38039.4285879347,38252.9269313573,38467.6235457407
"1539","RG20",18989.9874679209,19096.5697962186,19203.7503235791,19311.5324074268
"1540","RG21",27078.1292389698,27230.1066989397,27382.937140596,27536.6253513441
"1541","RG22",41996.3914761338,42232.0984870621,42469.1284162947,42707.488688782
"1542","RG23",12337.8604238467,12407.1073305341,12476.7428892179,12546.7692812285
"1543","RG24",31431.4259848197,31607.8365574353,31785.2372438989,31963.633601278
"1544","RG25",8753.85728173328,8802.98877759388,8852.39602662338,8902.0805765013
"1545","RG26",22257.2226555546,22382.1425174595,22507.7634988231,22634.0895347161
"1546","RG27",21144.009558383,21262.6814517736,21382.0193975627,21502.0271340053
"1547","RG28",5818.47423688785,5851.13073718072,5883.9705238418,5916.99462557571
"1548","RG29",7183.09047253542,7223.40595500897,7263.94771030107,7304.7170083801
"1549","RG30",44378.6876163321,44627.7653927623,44878.2411316389,45130.1226791015
"1550","RG31",27429.0880202822,27583.0352553303,27737.8465275335,27893.5266863469
"1551","RG4 ",39353.6416844745,39574.5161197426,39796.6302246846,40019.9909570134
"1552","RG40",26628.6204273747,26778.0749949094,26928.3683842604,27079.5053033606
"1553","RG41",28384.4199464909,28543.729033471,28703.9322512891,28865.0346183028
"1554","RG42",26187.1565162109,26334.1333437475,26481.9350866513,26630.5663748042
"1555","RG45",14646.74684761,14728.9525038087,14811.619543684,14894.7505567767
"1556","RG5 ",25376.6327977644,25519.0605172408,25662.2876199702,25806.3185925342
"1557","RG6 ",38149.9234574515,38364.0419592854,38579.3622127526,38795.890962749
"1558","RG7 ",32123.2874219056,32303.5811041308,32484.8866943661,32667.2098719997
"1559","RG8 ",19038.2568705083,19145.1101134299,19252.5630759373,19360.6191239888
"1560","RG9 ",23283.9530730904,23414.6355148086,23546.0514187752,23678.2049015866
"1561","RH1 ",46383.8790488165,46644.211070249,46906.0042191848,47169.2666962806
"1562","RH10",65585.0451530572,65953.1447542671,66323.3103343309,66695.5534886661
"1563","RH11",56129.270308699,56444.298863892,56761.0955338323,57079.6702421593
"1564","RH12",44021.6951596963,44268.7692967202,44517.2301506565,44767.0855045285
"1565","RH13",38321.8832041691,38536.9668393507,38753.2576430286,38970.762390501
"1566","RH14",14166.064046844,14245.5718449127,14325.5258847839,14405.9286710136
"1567","RH15",31722.0480128979,31900.0897173118,32079.1306903888,32259.1765405782
"1568","RH16",33738.3011834752,33927.6592174928,34118.0800336834,34309.5695969694
"1569","RH17",19371.1146258504,19479.8360508663,19589.1676807405,19699.1129402808
"1570","RH18",4477.99270253398,4503.12567795813,4528.39971356162,4553.8156010523
"1571","RH19",33666.902692148,33855.8599982844,34045.877837487,34236.9621620548
"1572","RH2 ",26376.2116763449,26524.2495861585,26673.1183667208,26822.8226813386
"1573","RH20",25108.1342458721,25249.0550027529,25390.7666849779,25533.2737316582
"1574","RH3 ",4390.50441034434,4415.14635301262,4439.92659991243,4464.84592728371
"1575","RH4 ",15565.8767218782,15653.2410440409,15741.095703171,15829.4434513112
"1576","RH5 ",16637.8597043397,16731.2405887755,16825.1455784588,16919.5776149585
"1577","RH6 ",29481.5432428001,29647.0099934198,29813.4054350968,29980.7347801595
"1578","RH7 ",9273.75897210158,9325.8084442241,9378.15004681457,9430.78541947099
"1579","RH8 ",15633.2527629897,15720.995236815,15809.2301700043,15897.9603265123
"1580","RH9 ",5473.54913089882,5504.26972044153,5535.162730949,5566.2291301432
"1581","RM1 ",19720.0621820551,19830.7420940397,19942.0432029965,20053.9689954268
"1582","RM10",38395.292920604,38610.7885717762,38827.4937039066,39045.4151052724
"1583","RM11",31955.3501254036,32134.7012504998,32315.0589934533,32496.4290039611
"1584","RM12",34432.1738456689,34625.4262774055,34819.7633488322,35015.1911475479
"1585","RM13",29078.2926086846,29241.4960933836,29405.6155664379,29570.6561688813
"1586","RM14",27181.7073320219,27334.2661296224,27487.6811716979,27641.9572639667
"1587","RM15",27600.0421544459,27754.9488787871,27910.7250254687,28067.3754741706
"1588","RM16",41366.87801739,41599.0518500979,41832.5287709568,42067.3160936195
"1589","RM17",27558.8120397358,27713.4873578358,27869.0307994961,28025.4472371072
"1590","RM18",16757.5275982543,16851.5801251952,16946.1605270134,17041.2717664351
"1591","RM19",6563.63313933063,6600.47188413041,6637.51738837114,6674.77081250132
"1592","RM2 ",13257.9959106688,13332.4071273748,13407.2359810457,13482.4848156913
"1593","RM20",4904.37242538922,4931.89847999143,4959.57902605884,4987.41493068315
"1594","RM3 ",40613.674214516,40841.6206502796,41070.8464477011,41301.3587872669
"1595","RM4 ",4214.52221341116,4238.17644651303,4261.96344027324,4285.88393981814
"1596","RM5 ",18446.9566888128,18550.4912275913,18654.6068595496,18759.3068461045
"1597","RM6 ",32885.5417377647,33070.1136134262,33255.721408689,33442.3709377077
"1598","RM7 ",29093.3767969932,29256.6649425122,29420.8695515498,29585.9957678069
"1599","RM8 ",39292.2993186863,39512.8294666198,39734.5973518961,39957.6099213826
"1600","RM9 ",36406.1912889822,36610.5230000266,36816.0015338135,37022.6333269473
"1601","S1  ",10710.7793116302,10770.8941378693,10831.3463618111,10892.1378771184
"1602","S10 ",47674.0799554752,47941.6532990432,48210.7284124252,48481.3137243852
"1603","S11 ",34575.9764408771,34770.0359724308,34965.184673566,35161.4286573055
"1604","S12 ",34534.7463261671,34728.5744514795,34923.4904475934,35119.5004202421
"1605","S13 ",30842.137028232,31015.2401848138,31189.3148921929,31364.3666032504
"1606","S14 ",9719.245333481,9773.7951218202,9828.6510737869,9883.81490774096
"1607","S17 ",15673.4772651459,15761.4455011578,15849.9074636361,15938.8659236472
"1608","S18 ",24867.7928454891,25007.3646733049,25147.7198555278,25288.8627887766
"1609","S2  ",44778.9214127859,45030.2455229728,45282.9802032754,45537.1333705946
"1610","S20 ",31558.1331666116,31735.254890115,31913.3707188392,32092.4862322532
"1611","S21 ",21148.0320085986,21266.7264782078,21386.0871269259,21506.1176937188
"1612","S25 ",21219.4304999258,21338.5256974163,21458.2893231223,21578.7251286334
"1613","S26 ",26033.2977954637,26179.4110826365,26326.3444385096,26474.1024657629
"1614","S3  ",19438.490666962,19547.5902436404,19657.3021475738,19767.6298154819
"1615","S32 ",5728.97471959041,5761.12889901807,5793.46354551101,5825.97967195036
"1616","S33 ",4988.84387991715,5016.84403511123,5045.00134268565,5073.31668466662
"1617","S35 ",41633.3653441745,41867.0348513687,42102.0158412676,42338.3156746387
"1618","S36 ",27500.4865116094,27654.8344745388,27810.04872373,27966.1341212615
"1619","S4  ",14546.1855922196,14627.8268429518,14709.9263096045,14792.4865639393
"1620","S40 ",35596.6731830896,35796.4614301285,35997.3709994732,36199.4081846057
"1621","S41 ",36606.308187209,36811.7630651318,37018.3710696317,37226.1386726939
"1622","S42 ",28386.4311715987,28545.7515466881,28705.9661159707,28867.0798981595
"1623","S43 ",40575.4609374677,40803.192899154,41032.2030187509,41262.4984699886
"1624","S44 ",21821.7924197142,21944.2684059491,22067.4317952587,22191.2864457298
"1625","S45 ",13698.4542092787,13775.3375219281,13852.652346314,13930.4011043194
"1626","S5  ",60204.0123771175,60541.910641814,60881.705378735,61223.4072319333
"1627","S6  ",58578.9424900088,58907.7199623663,59238.3427160098,59570.8211076799
"1628","S60 ",37504.3201978452,37714.815216584,37926.491649962,38139.3561287324
"1629","S61 ",36021.041680837,36223.2117189446,36426.5164472889,36630.9622343798
"1630","S62 ",20088.1163767839,20200.862012776,20314.2404397276,20428.2552092119
"1631","S63 ",38309.8158535222,38524.8317600478,38741.054454939,38958.4907113605
"1632","S64 ",30868.2829546335,31041.5328566366,31215.7551330536,31390.9552413882
"1633","S65 ",35774.6666051305,35975.4538498452,36177.368023794,36380.4154519281
"1634","S66 ",46442.2045769429,46702.863953546,46964.9862949509,47228.5798121263
"1635","S7  ",17533.8604898681,17632.2702270106,17731.2322941074,17830.7497911403
"1636","S70 ",39056.9859810728,39276.1954202147,39496.63518415,39718.3121781429
"1637","S71 ",45143.958769853,45397.3316718833,45652.1266429841,45908.3516645946
"1638","S72 ",25496.300691679,25639.4000536606,25783.3025685249,25928.0127440108
"1639","S73 ",27165.6175311594,27318.0860238853,27471.4102542451,27625.5950251127
"1640","S74 ",17809.3983296377,17909.3545377585,18009.8717554854,18110.953131515
"1641","S75 ",43842.6961251014,44088.7656203949,44336.216193995,44585.0555972778
"1642","S8  ",46433.1540639578,46693.7626440689,46955.8339038837,47219.3760527709
"1643","S80 ",30200.5562188413,30370.0584685467,30540.5120587655,30711.9223289474
"1644","S81 ",37553.5952129865,37764.3667904039,37976.3213346609,38189.4654852228
"1645","S9  ",28246.6510266061,28405.186878097,28564.6125206001,28724.9329481154
"1646","SA1 ",47345.2446503486,47610.9723880411,47878.1915369851,48146.9104678067
"1647","SA10",29994.405645291,30162.7508637901,30332.0409289024,30502.2811436306
"1648","SA11",36793.3521222352,36999.8567943257,37207.5204850197,37416.3496993716
"1649","SA12",32841.2947853929,33025.6183226492,33210.976385694,33397.3747808592
"1650","SA13",19773.359647412,19884.3386942939,19995.9406170586,20108.1689116307
"1651","SA14",34153.6191682375,34345.3081968318,34538.0730904319,34731.9198873881
"1652","SA15",36942.1827802129,37149.5227723939,37358.0264714574,37567.700408771
"1653","SA16",8594.97049821646,8643.21023343996,8691.72071677772,8740.5034678181
"1654","SA17",9459.7972945738,9512.89091680938,9566.2825298617,9619.9738062203
"1655","SA18",29853.6198877445,30021.1749385904,30189.6704011911,30359.1115536581
"1656","SA19",9446.72433137305,9499.74458089798,9553.06240943136,9606.67948715143
"1657","SA2 ",38601.4434941544,38818.0961765329,39035.9648337697,39255.0562905892
"1658","SA20",3594.05926765247,3614.23111902591,3634.51618600252,3654.91510401099
"1659","SA3 ",26382.2453516683,26530.3171258099,26679.2199607656,26828.9585209089
"1660","SA31",17017.9812497154,17113.4955868146,17209.5460032794,17306.1355078841
"1661","SA32",7801.5421931863,7845.32876927896,7889.3610998902,7933.64056433051
"1662","SA33",12415.2925904973,12484.9740893939,12555.0466794592,12625.5125557134
"1663","SA34",5428.29656597315,5458.76317305592,5489.40077561321,5520.21033336634
"1664","SA35",719.012976041274,723.048475126895,727.106623668664,731.187548787872
"1665","SA36",397.216958792033,399.446360384788,401.688274614157,403.942771707985
"1666","SA37",1294.22335687429,1301.48725522841,1308.79192260359,1316.13758781817
"1667","SA38",4787.72136913637,4814.59271339741,4841.61487452658,4868.78869899169
"1668","SA39",2334.02673761091,2347.12658848884,2360.29996298597,2373.54727375755
"1669","SA4 ",44604.9504409605,44855.2981296903,45107.0509083178,45360.2166629858
"1670","SA40",3600.09294297589,3620.29865867732,3640.61778004729,3661.05094358123
"1671","SA41",1892.5628264471,1903.18493732702,1913.86666537682,1924.60834520108
"1672","SA42",2318.94254930235,2331.95773936031,2345.04597787404,2358.20767483194
"1673","SA43",12605.3533631851,12676.1015884135,12747.2468918695,12818.7915021762
"1674","SA44",11554.4882443556,11619.3384324588,11684.5525957384,11750.1327770247
"1675","SA45",1739.70971825371,1749.47393282452,1759.29294957593,1769.16707608814
"1676","SA46",2747.3334972654,2762.75305461074,2778.25915505285,2793.85228431953
"1677","SA47",1257.01569237985,1264.07076071136,1271.16542599417,1278.29991046831
"1678","SA48",9001.23796999363,9051.75790330188,9102.56138245903,9153.64999888146
"1679","SA5 ",36664.6337153355,36870.4159484288,37077.3531453979,37285.4517885396
"1680","SA6 ",34373.8483175424,34566.7733941084,34760.7812730661,34955.8780317022
"1681","SA61",14342.0462437771,14422.5417514123,14503.489044423,14584.8906584792
"1682","SA62",21451.7269998776,21572.1259739957,21693.2006938461,21814.954952088
"1683","SA63",1118.24115994111,1124.51734872882,1130.82876296441,1137.17560035261
"1684","SA64",2475.81810771135,2489.71377029709,2503.68742303811,2517.73950365838
"1685","SA65",4403.57737354509,4428.29268892402,4453.14672034277,4478.14024635258
"1686","SA66",3037.95552534362,3055.0062144872,3072.1526015427,3089.39522361981
"1687","SA67",6968.89499855389,7008.00829738376,7047.34112171166,7086.8947036363
"1688","SA68",4329.1620445562,4353.45969988991,4377.89372712391,4402.46489165285
"1689","SA69",3553.83476549631,3573.78085468314,3593.83889237071,3614.009506876
"1690","SA7 ",15202.8505899189,15288.1774083474,15373.9831281439,15460.2704371679
"1691","SA70",9785.61576203866,9840.53805798576,9895.76860827939,9951.30914301369
"1692","SA71",10329.6521537007,10387.6278832216,10445.9290046497,10504.5573442644
"1693","SA72",10640.386432857,10700.1061752695,10760.1610979554,10820.5530821321
"1694","SA73",20468.2379221596,20583.1170108151,20698.6408645482,20814.8131021376
"1695","SA8 ",12626.4712268171,12697.3379771934,12768.6024710262,12840.2669406721
"1696","SA9 ",15264.192955707,15349.8640614701,15436.0160009324,15522.6514727988
"1697","SE1 ",67413.2487760544,67791.6092686457,68172.0933298968,68554.7128784512
