"","postCode","town","district","county","shortPostCode","population2019","population2020","population2021","population2022"
"352","CV13 0LT","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"353","CV13 0PQ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"354","LE19 4PB","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"355","BB11 5QF","BURNLEY","BURNLEY","LANCASHIRE","BB11",22345.7165602981,22471.1330990136,22597.2535448131,22724.081848413
"356","BB10 4RL","BURNLEY","BURNLEY","LANCASHIRE","BB10",37642.08911773,37853.357371958,38065.8113806509,38279.4577989198
"357","LE10 2AH","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"358","PR26 9HG","LEYLAND","CHORLEY","LANCASHIRE","PR26",15675.4884902537,15763.4680143749,15851.9413283177,15940.911203504
"359","LE12 5AZ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"360","LE19 2DW","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"361","BB18 6JY","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"362","BB10 3RF","BURNLEY","PENDLE","LANCASHIRE","BB10",37642.08911773,37853.357371958,38065.8113806509,38279.4577989198
"363","DE74 2UD","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE74",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"364","LE67 1UE","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"365","CV13 0DJ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"366","LE14 2PA","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"367","LE19 4PB","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"368","NG13 0FJ","NOTTINGHAM","MELTON","LEICESTERSHIRE","NG13",21504.0188526806,21624.7113176413,21746.0811755674,21868.1322283634
"369","LE67 8FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"370","LE17 6DB","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"371","CV13 6EZ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"372","LE12 8DT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"373","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"374","LE14 4FE","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"375","LE12 7RF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"376","LE19 2AA","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"377","LE17 5EG","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"378","LE14 4FE","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"379","BB12 7HS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"380","BB10 3RW","BURNLEY","BURNLEY","LANCASHIRE","BB10",37642.08911773,37853.357371958,38065.8113806509,38279.4577989198
"381","BB18 6XY","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"382","LE16 7TY","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"383","LE19 4PZ","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"384","BB10 4RP","BURNLEY","BURNLEY","LANCASHIRE","BB10",37642.08911773,37853.357371958,38065.8113806509,38279.4577989198
"385","PR26 9HG","LEYLAND","CHORLEY","LANCASHIRE","PR26",15675.4884902537,15763.4680143749,15851.9413283177,15940.911203504
"386","CV13 0DJ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"387","LE12 8WA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"388","LE12 8ES","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"389","LE17 5JL","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"390","LE14 4SF","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"391","BB12 7RE","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"392","LE12 8WA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"393","OL13 0HE","BACUP","ROSSENDALE","LANCASHIRE","OL13",15183.7439513947,15268.9635327846,15354.6614136687,15440.8402785288
"394","OL12 8HD","ROCHDALE","ROSSENDALE","LANCASHIRE","OL12",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"395","CV13 6ET","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"396","LE65 2UN","ASHBY-DE-LA-ZOUCH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE65",14103.7160685019,14182.8739351814,14262.4760796546,14342.5249954544
"397","LE65 2UN","ASHBY-DE-LA-ZOUCH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE65",14103.7160685019,14182.8739351814,14262.4760796546,14342.5249954544
"398","LE16 8UZ","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"399","DE12 7HF","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"400","LE10 2AH","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"401","LE17 5BU","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"402","LE67 2FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"403","LE67 2FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"404","OL12 8XG","ROCHDALE","ROSSENDALE","LANCASHIRE","OL12",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"405","DE12 7QW","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"406","LE16 8UJ","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"407","LE67 8FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"408","LE12 9UQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"409","CV13 0LT","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"410","WA11 7TQ","ST HELENS","WEST LANCASHIRE","LANCASHIRE","WA11",40743.3982339696,40972.072752785,41202.0307196637,41433.2793380272
"411","BB12 9NR","BURNLEY","PENDLE","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"412","LE17 5NQ","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"413","LE10 2AJ","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"414","CV13 0BQ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"415","PR26 9AY","LEYLAND","CHORLEY","LANCASHIRE","PR26",15675.4884902537,15763.4680143749,15851.9413283177,15940.911203504
"416","LE16 7HP","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"417","DE74 2NH","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE74",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"418","LE19 3AA","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"419","LE19 3AA","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"420","BB12 7RE","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"421","BB12 9AF","BURNLEY","PENDLE","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"422","LE19 2DF","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"423","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"424","LE10 2ND","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"425","LE10 2ND","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"426","LE10 2AJ","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"427","DE12 6EZ","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"428","BB12 8EW","BURNLEY","BURNLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"429","LE67 2FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"430","BB12 9NZ","BURNLEY","PENDLE","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
